_id,id,gen,edad,ocup,cp,len_cp
ObjectId("5df8c467c17bff0219cfab4e"),4970,F,25,12,94526,5
ObjectId("5df8c467c17bff0219cfab4f"),4971,M,35,7,94086,5
ObjectId("5df8c467c17bff0219cfab50"),4972,M,35,0,95118,5
ObjectId("5df8c467c17bff0219cfab52"),4974,M,35,20,94131,5
ObjectId("5df8c467c17bff0219cfab53"),4975,M,35,0,90065,5
ObjectId("5df8c467c17bff0219cfab54"),4976,M,25,11,65775,5
ObjectId("5df8c467c17bff0219cfab55"),4977,M,25,4,92507,5
ObjectId("5df8c467c17bff0219cfab56"),4978,M,35,14,68108,5
ObjectId("5df8c467c17bff0219cfab57"),4979,M,35,2,55423,5
ObjectId("5df8c467c17bff0219cfab58"),4980,M,25,1,55403,5
ObjectId("5df8c467c17bff0219cfab59"),4981,M,50,1,55406,5
ObjectId("5df8c467c17bff0219cfab5a"),4982,M,25,12,63043,5
ObjectId("5df8c467c17bff0219cfab5b"),4983,F,45,16,55116,5
ObjectId("5df8c467c17bff0219cfab5c"),4984,M,35,0,55405,5
ObjectId("5df8c467c17bff0219cfab5d"),4985,M,35,0,29063,5
ObjectId("5df8c467c17bff0219cfab5e"),4986,M,18,12,55401,5
ObjectId("5df8c467c17bff0219cfab5f"),4987,F,56,8,90210,5
ObjectId("5df8c467c17bff0219cfab60"),4988,M,25,17,55105,5
ObjectId("5df8c467c17bff0219cfab61"),4989,M,25,0,55121,5
ObjectId("5df8c467c17bff0219cfab62"),4990,F,25,4,55407,5
ObjectId("5df8c467c17bff0219cfab63"),4991,F,56,14,91791,5
ObjectId("5df8c467c17bff0219cfab64"),4992,F,25,2,55106,5
ObjectId("5df8c467c17bff0219cfab65"),4993,M,45,17,54022,5
ObjectId("5df8c467c17bff0219cfab66"),4994,M,45,17,56001,5
ObjectId("5df8c467c17bff0219cfab67"),4995,M,50,20,55419,5
ObjectId("5df8c467c17bff0219cfab68"),4996,M,35,7,94550,5
ObjectId("5df8c467c17bff0219cfab69"),4997,M,1,10,90210,5
ObjectId("5df8c467c17bff0219cfab6a"),4998,F,18,4,48433,5
ObjectId("5df8c467c17bff0219cfab6b"),4999,F,56,13,92407,5
ObjectId("5df8c467c17bff0219cfab6c"),5000,M,25,4,46254,5
ObjectId("5df8c467c17bff0219cfab6d"),5001,F,25,2,63119,5
ObjectId("5df8c467c17bff0219cfab6e"),5002,M,25,17,90505,5
ObjectId("5df8c467c17bff0219cfab6f"),5003,M,35,12,49508,5
ObjectId("5df8c467c17bff0219cfab70"),5004,F,56,1,90402,5
ObjectId("5df8c467c17bff0219cfab71"),5005,M,45,16,92807,5
ObjectId("5df8c467c17bff0219cfab72"),5006,M,35,3,48827,5
ObjectId("5df8c467c17bff0219cfab73"),5007,F,18,4,91030,5
ObjectId("5df8c467c17bff0219cfab74"),5008,M,25,20,60615,5
ObjectId("5df8c467c17bff0219cfab75"),5009,F,45,16,65441,5
ObjectId("5df8c467c17bff0219cfab76"),5010,M,45,15,63119,5
ObjectId("5df8c467c17bff0219cfab77"),5011,M,18,4,64154,5
ObjectId("5df8c467c17bff0219cfab78"),5012,M,50,15,48103,5
ObjectId("5df8c467c17bff0219cfab79"),5013,M,18,4,26241,5
ObjectId("5df8c467c17bff0219cfab7a"),5014,M,45,0,92626,5
ObjectId("5df8c467c17bff0219cfab7b"),5015,M,35,6,92672,5
ObjectId("5df8c467c17bff0219cfab7c"),5016,F,35,1,89447,5
ObjectId("5df8c467c17bff0219cfab7d"),5017,M,35,12,91104,5
ObjectId("5df8c467c17bff0219cfab7e"),5018,F,56,12,90290,5
ObjectId("5df8c467c17bff0219cfab7f"),5019,M,25,7,10025,5
ObjectId("5df8c467c17bff0219cfab80"),5020,F,56,13,90241,5
ObjectId("5df8c467c17bff0219cfab81"),5021,M,50,6,90504,5
ObjectId("5df8c467c17bff0219cfab82"),5022,M,35,7,91001,5
ObjectId("5df8c467c17bff0219cfab83"),5023,M,35,20,91505,5
ObjectId("5df8c467c17bff0219cfab84"),5024,F,45,1,14618,5
ObjectId("5df8c467c17bff0219cfab85"),5025,M,25,20,60615,5
ObjectId("5df8c467c17bff0219cfab86"),5026,M,25,17,92584,5
ObjectId("5df8c467c17bff0219cfab87"),5027,F,25,14,05345,5
ObjectId("5df8c467c17bff0219cfab88"),5028,M,25,12,92404,5
ObjectId("5df8c467c17bff0219cfab89"),5029,M,25,4,70115,5
ObjectId("5df8c467c17bff0219cfab8a"),5030,M,18,1,70006,5
ObjectId("5df8c467c17bff0219cfab8b"),5031,F,25,4,89431,5
ObjectId("5df8c467c17bff0219cfab8c"),5032,M,18,17,02139,5
ObjectId("5df8c467c17bff0219cfab8d"),5033,F,56,13,60506,5
ObjectId("5df8c467c17bff0219cfab8e"),5034,F,25,15,62901,5
ObjectId("5df8c467c17bff0219cfab8f"),5035,F,25,17,19810,5
ObjectId("5df8c467c17bff0219cfab90"),5036,M,35,7,14850,5
ObjectId("5df8c467c17bff0219cfab91"),5037,M,35,12,11375,5
ObjectId("5df8c467c17bff0219cfab92"),5038,M,25,20,10010,5
ObjectId("5df8c467c17bff0219cfab93"),5039,F,35,4,97068,5
ObjectId("5df8c467c17bff0219cfab94"),5040,M,45,12,44312,5
ObjectId("5df8c467c17bff0219cfab95"),5041,F,45,6,60031,5
ObjectId("5df8c467c17bff0219cfab96"),5042,F,18,2,55408,5
ObjectId("5df8c467c17bff0219cfab97"),5043,F,18,6,92145,5
ObjectId("5df8c467c17bff0219cfab98"),5044,F,35,6,23507,5
ObjectId("5df8c467c17bff0219cfab99"),5045,M,35,0,43081,5
ObjectId("5df8c467c17bff0219cfab9a"),5046,M,25,16,60614,5
ObjectId("5df8c467c17bff0219cfab9b"),5047,M,45,6,23452,5
ObjectId("5df8c467c17bff0219cfab9c"),5048,F,35,7,30350,5
ObjectId("5df8c467c17bff0219cfab9d"),5049,M,25,12,60613,5
ObjectId("5df8c467c17bff0219cfab9e"),5050,F,18,4,11024,5
ObjectId("5df8c467c17bff0219cfab9f"),5051,F,50,7,11771,5
ObjectId("5df8c467c17bff0219cfaba0"),5052,M,35,16,02536,5
ObjectId("5df8c467c17bff0219cfaba1"),5053,M,25,4,84111,5
ObjectId("5df8c467c17bff0219cfaba2"),5054,M,35,2,20818,5
ObjectId("5df8c467c17bff0219cfaba3"),5055,F,35,16,97330,5
ObjectId("5df8c467c17bff0219cfaba4"),5056,M,45,1,16673,5
ObjectId("5df8c467c17bff0219cfaba5"),5057,M,50,7,84093,5
ObjectId("5df8c467c17bff0219cfaba6"),5058,M,56,17,84121,5
ObjectId("5df8c467c17bff0219cfaba7"),5059,M,45,16,22652,5
ObjectId("5df8c467c17bff0219cfaba9"),5061,F,18,19,05070,5
ObjectId("5df8c467c17bff0219cfabaa"),5062,M,50,16,65401,5
ObjectId("5df8c467c17bff0219cfabab"),5063,F,1,10,22801,5
ObjectId("5df8c467c17bff0219cfabac"),5064,M,18,4,43215,5
ObjectId("5df8c467c17bff0219cfabad"),5065,M,25,14,28715,5
ObjectId("5df8c467c17bff0219cfabae"),5066,F,25,1,23603,5
ObjectId("5df8c467c17bff0219cfabaf"),5067,M,56,13,97520,5
ObjectId("5df8c467c17bff0219cfabb0"),5068,M,35,7,19004,5
ObjectId("5df8c467c17bff0219cfabb1"),5069,F,56,0,95062,5
ObjectId("5df8c467c17bff0219cfabb2"),5070,M,25,2,55344,5
ObjectId("5df8c467c17bff0219cfabb3"),5071,F,25,7,75093,5
ObjectId("5df8c467c17bff0219cfabb4"),5072,M,45,17,97330,5
ObjectId("5df8c467c17bff0219cfabb5"),5073,M,56,2,93950,5
ObjectId("5df8c467c17bff0219cfabb6"),5074,M,1,0,20132,5
ObjectId("5df8c467c17bff0219cfabb7"),5075,M,50,6,97470,5
ObjectId("5df8c467c17bff0219cfabb8"),5076,M,25,3,19147,5
ObjectId("5df8c467c17bff0219cfabb9"),5077,M,25,2,20037,5
ObjectId("5df8c467c17bff0219cfabba"),5078,M,45,7,19067,5
ObjectId("5df8c467c17bff0219cfabbb"),5079,M,25,4,70003,5
ObjectId("5df8c467c17bff0219cfabbc"),5080,F,50,12,95472,5
ObjectId("5df8c467c17bff0219cfabbd"),5081,F,18,4,19102,5
ObjectId("5df8c467c17bff0219cfabbe"),5082,M,35,1,23185,5
ObjectId("5df8c467c17bff0219cfabbf"),5083,M,25,4,16803,5
ObjectId("5df8c467c17bff0219cfabc0"),5084,M,18,4,10013,5
ObjectId("5df8c467c17bff0219cfabc1"),5085,M,56,17,75225,5
ObjectId("5df8c467c17bff0219cfabc2"),5086,M,25,1,23462,5
ObjectId("5df8c467c17bff0219cfabc3"),5087,F,25,6,19102,5
ObjectId("5df8c467c17bff0219cfabc4"),5088,M,25,17,38111,5
ObjectId("5df8c467c17bff0219cfabc5"),5089,F,35,16,77027,5
ObjectId("5df8c467c17bff0219cfabc6"),5090,F,35,19,75069,5
ObjectId("5df8c467c17bff0219cfabc7"),5091,M,25,17,19810,5
ObjectId("5df8c467c17bff0219cfabc8"),5092,M,56,14,18954,5
ObjectId("5df8c467c17bff0219cfabc9"),5093,M,50,7,19047,5
ObjectId("5df8c467c17bff0219cfabca"),5094,M,18,10,67206,5
ObjectId("5df8c467c17bff0219cfabcb"),5095,F,35,1,23508,5
ObjectId("5df8c467c17bff0219cfabcc"),5096,M,25,11,75206,5
ObjectId("5df8c467c17bff0219cfabcd"),5097,M,56,16,19131,5
ObjectId("5df8c467c17bff0219cfabce"),5098,M,50,7,19380,5
ObjectId("5df8c467c17bff0219cfabcf"),5099,M,18,0,02780,5
ObjectId("5df8c467c17bff0219cfabd1"),5101,M,25,0,90069,5
ObjectId("5df8c467c17bff0219cfabd2"),5102,M,25,12,90240,5
ObjectId("5df8c467c17bff0219cfabd3"),5103,F,35,16,78222,5
ObjectId("5df8c467c17bff0219cfabd4"),5104,M,35,20,19108,5
ObjectId("5df8c467c17bff0219cfabd5"),5105,M,50,7,18977,5
ObjectId("5df8c467c17bff0219cfabd6"),5106,F,35,1,19348,5
ObjectId("5df8c467c17bff0219cfabd7"),5107,F,45,0,08081,5
ObjectId("5df8c467c17bff0219cfabd8"),5108,F,25,9,93940,5
ObjectId("5df8c467c17bff0219cfabd9"),5109,F,45,6,19802,5
ObjectId("5df8c467c17bff0219cfabda"),5110,M,35,15,78250,5
ObjectId("5df8c467c17bff0219cfabdb"),5111,M,35,2,78006,5
ObjectId("5df8c467c17bff0219cfabdc"),5112,M,35,13,89128,5
ObjectId("5df8c467c17bff0219cfabdd"),5113,M,25,0,55408,5
ObjectId("5df8c467c17bff0219cfabde"),5114,F,1,10,22932,5
ObjectId("5df8c467c17bff0219cfabdf"),5115,M,56,12,02143,5
ObjectId("5df8c467c17bff0219cfabe0"),5116,M,35,6,95521,5
ObjectId("5df8c467c17bff0219cfabe1"),5117,F,25,0,70118,5
ObjectId("5df8c467c17bff0219cfabe2"),5118,M,1,10,95123,5
ObjectId("5df8c467c17bff0219cfabe3"),5119,F,25,0,10011,5
ObjectId("5df8c467c17bff0219cfabe4"),5120,M,50,7,80302,5
ObjectId("5df8c467c17bff0219cfabe5"),5121,M,25,7,91608,5
ObjectId("5df8c467c17bff0219cfabe6"),5122,M,25,0,20009,5
ObjectId("5df8c467c17bff0219cfabe7"),5123,M,50,12,34761,5
ObjectId("5df8c467c17bff0219cfabe8"),5124,M,35,2,20818,5
ObjectId("5df8c467c17bff0219cfabe9"),5125,M,45,0,10016,5
ObjectId("5df8c467c17bff0219cfabea"),5126,M,25,11,02453,5
ObjectId("5df8c467c17bff0219cfabeb"),5127,M,45,5,98502,5
ObjectId("5df8c467c17bff0219cfabec"),5128,M,50,7,94709,5
ObjectId("5df8c467c17bff0219cfabed"),5129,M,45,17,40515,5
ObjectId("5df8c467c17bff0219cfabee"),5130,F,50,1,33149,5
ObjectId("5df8c467c17bff0219cfabef"),5131,F,25,1,77707,5
ObjectId("5df8c467c17bff0219cfabf0"),5132,M,35,7,77565,5
ObjectId("5df8c467c17bff0219cfabf1"),5133,M,18,11,10028,5
ObjectId("5df8c467c17bff0219cfabf2"),5134,M,25,17,95014,5
ObjectId("5df8c467c17bff0219cfabf3"),5135,M,35,7,64055,5
ObjectId("5df8c467c17bff0219cfabf4"),5136,M,25,12,91106,5
ObjectId("5df8c467c17bff0219cfabf5"),5137,M,18,18,65265,5
ObjectId("5df8c467c17bff0219cfabf6"),5138,M,25,17,35205,5
ObjectId("5df8c467c17bff0219cfabf7"),5139,M,50,16,12866,5
ObjectId("5df8c467c17bff0219cfabf8"),5140,M,25,6,35205,5
ObjectId("5df8c467c17bff0219cfabf9"),5141,M,18,17,55423,5
ObjectId("5df8c467c17bff0219cfabfa"),5142,M,25,1,92101,5
ObjectId("5df8c467c17bff0219cfabfb"),5143,M,18,4,44502,5
ObjectId("5df8c467c17bff0219cfabfc"),5144,F,50,0,66762,5
ObjectId("5df8c467c17bff0219cfabfe"),5146,M,56,1,04240,5
ObjectId("5df8c467c17bff0219cfabff"),5147,M,18,0,48314,5
ObjectId("5df8c467c17bff0219cfac00"),5148,M,25,20,98101,5
ObjectId("5df8c467c17bff0219cfac01"),5149,M,35,1,10012,5
ObjectId("5df8c467c17bff0219cfac02"),5150,M,25,3,98034,5
ObjectId("5df8c467c17bff0219cfac03"),5151,M,18,19,30662,5
ObjectId("5df8c467c17bff0219cfac04"),5152,F,25,4,44406,5
ObjectId("5df8c467c17bff0219cfac05"),5153,M,25,7,60046,5
ObjectId("5df8c467c17bff0219cfac06"),5154,M,25,16,20007,5
ObjectId("5df8c467c17bff0219cfac07"),5155,M,25,16,33301,5
ObjectId("5df8c467c17bff0219cfac08"),5156,M,18,14,10024,5
ObjectId("5df8c467c17bff0219cfac09"),5157,M,35,1,74012,5
ObjectId("5df8c467c17bff0219cfac0a"),5158,F,18,4,44509,5
ObjectId("5df8c467c17bff0219cfac0b"),5159,M,35,7,37027,5
ObjectId("5df8c467c17bff0219cfac0c"),5160,F,18,4,90066,5
ObjectId("5df8c467c17bff0219cfac0d"),5161,M,25,4,30052,5
ObjectId("5df8c467c17bff0219cfac0e"),5162,M,25,17,94043,5
ObjectId("5df8c467c17bff0219cfac0f"),5163,M,45,6,53216,5
ObjectId("5df8c467c17bff0219cfac10"),5164,F,35,17,91107,5
ObjectId("5df8c467c17bff0219cfac11"),5165,M,35,6,91103,5
ObjectId("5df8c467c17bff0219cfac12"),5166,M,50,6,42420,5
ObjectId("5df8c467c17bff0219cfac13"),5167,M,18,15,06114,5
ObjectId("5df8c467c17bff0219cfac14"),5168,M,35,7,01720,5
ObjectId("5df8c467c17bff0219cfac15"),5169,F,50,4,53562,5
ObjectId("5df8c467c17bff0219cfac16"),5170,M,18,4,63141,5
ObjectId("5df8c467c17bff0219cfac17"),5171,M,56,17,92009,5
ObjectId("5df8c467c17bff0219cfac18"),5172,F,35,11,05602,5
ObjectId("5df8c467c17bff0219cfac19"),5173,M,1,10,60423,5
ObjectId("5df8c467c17bff0219cfac1a"),5174,M,45,1,45208,5
ObjectId("5df8c467c17bff0219cfac1b"),5175,F,35,9,33445,5
ObjectId("5df8c467c17bff0219cfac1c"),5176,M,1,10,60423,5
ObjectId("5df8c467c17bff0219cfac1d"),5177,M,45,14,30005,5
ObjectId("5df8c467c17bff0219cfac1e"),5178,M,50,0,45420,5
ObjectId("5df8c467c17bff0219cfac1f"),5179,M,25,12,94110,5
ObjectId("5df8c467c17bff0219cfac20"),5180,M,35,11,85044,5
ObjectId("5df8c467c17bff0219cfac21"),5181,M,25,7,19003,5
ObjectId("5df8c467c17bff0219cfac22"),5182,F,35,7,55441,5
ObjectId("5df8c467c17bff0219cfac23"),5183,F,18,20,45202,5
ObjectId("5df8c467c17bff0219cfac24"),5184,M,18,20,67212,5
ObjectId("5df8c467c17bff0219cfac25"),5185,F,35,4,44485,5
ObjectId("5df8c467c17bff0219cfac26"),5186,M,35,12,96555,5
ObjectId("5df8c467c17bff0219cfac27"),5187,M,18,16,06510,5
ObjectId("5df8c467c17bff0219cfac28"),5188,F,35,9,44406,5
ObjectId("5df8c467c17bff0219cfac29"),5189,F,45,7,80304,5
ObjectId("5df8c467c17bff0219cfac2a"),5190,F,35,0,85024,5
ObjectId("5df8c467c17bff0219cfac2b"),5191,F,25,4,55455,5
ObjectId("5df8c467c17bff0219cfac2c"),5192,M,25,7,80303,5
ObjectId("5df8c467c17bff0219cfac2d"),5193,M,35,12,14619,5
ObjectId("5df8c467c17bff0219cfac2e"),5194,M,25,7,55409,5
ObjectId("5df8c467c17bff0219cfac2f"),5195,M,35,7,80304,5
ObjectId("5df8c467c17bff0219cfac30"),5196,M,56,7,20814,5
ObjectId("5df8c467c17bff0219cfac31"),5197,F,56,3,75001,5
ObjectId("5df8c467c17bff0219cfac32"),5198,F,18,4,55118,5
ObjectId("5df8c467c17bff0219cfac33"),5199,F,25,1,35243,5
ObjectId("5df8c467c17bff0219cfac34"),5200,F,35,15,43065,5
ObjectId("5df8c467c17bff0219cfac35"),5201,M,50,7,95376,5
ObjectId("5df8c467c17bff0219cfac36"),5202,M,18,4,02871,5
ObjectId("5df8c467c17bff0219cfac37"),5203,F,45,6,01545,5
ObjectId("5df8c467c17bff0219cfac38"),5204,M,50,13,56342,5
ObjectId("5df8c467c17bff0219cfac39"),5205,M,25,1,02908,5
ObjectId("5df8c467c17bff0219cfac3a"),5206,M,35,7,91302,5
ObjectId("5df8c467c17bff0219cfac3b"),5207,M,25,0,98102,5
ObjectId("5df8c467c17bff0219cfac3c"),5208,M,25,4,55455,5
ObjectId("5df8c467c17bff0219cfac3d"),5209,M,50,1,46077,5
ObjectId("5df8c467c17bff0219cfac3e"),5210,F,35,17,60618,5
ObjectId("5df8c467c17bff0219cfac3f"),5211,M,25,1,40214,5
ObjectId("5df8c467c17bff0219cfac40"),5212,M,18,2,90025,5
ObjectId("5df8c467c17bff0219cfac41"),5213,M,18,0,31211,5
ObjectId("5df8c467c17bff0219cfac42"),5214,F,35,9,07452,5
ObjectId("5df8c467c17bff0219cfac43"),5215,F,56,6,91941,5
ObjectId("5df8c467c17bff0219cfac44"),5216,M,18,2,81291,5
ObjectId("5df8c467c17bff0219cfac45"),5217,M,25,17,01060,5
ObjectId("5df8c467c17bff0219cfac46"),5218,M,18,0,89129,5
ObjectId("5df8c467c17bff0219cfac47"),5219,M,18,4,94706,5
ObjectId("5df8c467c17bff0219cfac48"),5220,M,25,7,91436,5
ObjectId("5df8c467c17bff0219cfac49"),5221,F,56,1,96734,5
ObjectId("5df8c467c17bff0219cfac4a"),5222,M,25,12,94501,5
ObjectId("5df8c467c17bff0219cfac4b"),5223,M,56,10,11361,5
ObjectId("5df8c467c17bff0219cfac4c"),5224,M,35,1,10016,5
ObjectId("5df8c467c17bff0219cfac4d"),5225,M,18,4,55120,5
ObjectId("5df8c467c17bff0219cfac4e"),5226,M,35,0,98122,5
ObjectId("5df8c467c17bff0219cfac4f"),5227,M,18,10,64050,5
ObjectId("5df8c467c17bff0219cfac50"),5228,M,1,0,75070,5
ObjectId("5df8c467c17bff0219cfac51"),5229,M,25,0,60173,5
ObjectId("5df8c467c17bff0219cfac52"),5230,M,25,12,91104,5
ObjectId("5df8c467c17bff0219cfac53"),5231,M,35,7,92506,5
ObjectId("5df8c467c17bff0219cfac54"),5232,M,25,4,14607,5
ObjectId("5df8c467c17bff0219cfac55"),5233,M,25,5,97213,5
ObjectId("5df8c467c17bff0219cfac56"),5234,F,25,0,60657,5
ObjectId("5df8c467c17bff0219cfac57"),5235,M,25,4,14607,5
ObjectId("5df8c467c17bff0219cfac58"),5236,M,25,14,46268,5
ObjectId("5df8c467c17bff0219cfac59"),5237,M,25,7,55441,5
ObjectId("5df8c467c17bff0219cfac5a"),5238,F,50,16,07462,5
ObjectId("5df8c467c17bff0219cfac5b"),5239,M,35,7,07043,5
ObjectId("5df8c467c17bff0219cfac5c"),5240,F,25,0,94104,5
ObjectId("5df8c467c17bff0219cfac5d"),5241,F,25,4,02138,5
ObjectId("5df8c467c17bff0219cfac5e"),5242,M,25,1,14608,5
ObjectId("5df8c467c17bff0219cfac5f"),5243,M,1,10,54220,5
ObjectId("5df8c467c17bff0219cfac60"),5244,M,18,4,01095,5
ObjectId("5df8c467c17bff0219cfac61"),5245,F,45,1,27615,5
ObjectId("5df8c467c17bff0219cfac62"),5246,F,18,0,64030,5
ObjectId("5df8c467c17bff0219cfac63"),5247,F,1,10,01915,5
ObjectId("5df8c467c17bff0219cfac64"),5248,F,45,14,22206,5
ObjectId("5df8c467c17bff0219cfac65"),5249,F,45,14,75006,5
ObjectId("5df8c467c17bff0219cfac66"),5250,M,50,6,01545,5
ObjectId("5df8c467c17bff0219cfac67"),5251,F,25,17,97330,5
ObjectId("5df8c467c17bff0219cfac68"),5252,M,25,20,60622,5
ObjectId("5df8c467c17bff0219cfac69"),5253,F,56,13,02838,5
ObjectId("5df8c467c17bff0219cfac6a"),5254,M,18,4,32606,5
ObjectId("5df8c467c17bff0219cfac6b"),5255,M,1,10,55305,5
ObjectId("5df8c467c17bff0219cfac6c"),5256,M,25,16,30269,5
ObjectId("5df8c467c17bff0219cfac6d"),5257,F,25,2,10019,5
ObjectId("5df8c467c17bff0219cfac6e"),5258,M,35,4,58369,5
ObjectId("5df8c467c17bff0219cfac6f"),5259,M,25,6,94404,5
ObjectId("5df8c467c17bff0219cfac70"),5260,M,35,7,78705,5
ObjectId("5df8c467c17bff0219cfac71"),5261,M,35,12,10025,5
ObjectId("5df8c467c17bff0219cfac72"),5262,F,25,14,46220,5
ObjectId("5df8c467c17bff0219cfac73"),5263,M,35,7,40601,5
ObjectId("5df8c467c17bff0219cfac74"),5264,M,18,4,15217,5
ObjectId("5df8c467c17bff0219cfac75"),5265,M,45,1,97405,5
ObjectId("5df8c467c17bff0219cfac76"),5266,M,35,1,42718,5
ObjectId("5df8c467c17bff0219cfac77"),5267,M,35,7,20191,5
ObjectId("5df8c467c17bff0219cfac78"),5268,F,25,2,68502,5
ObjectId("5df8c467c17bff0219cfac79"),5269,M,18,0,37211,5
ObjectId("5df8c467c17bff0219cfac7a"),5270,M,25,12,87571,5
ObjectId("5df8c467c17bff0219cfac7b"),5271,F,25,0,94110,5
ObjectId("5df8c467c17bff0219cfac7c"),5272,M,25,7,90210,5
ObjectId("5df8c467c17bff0219cfac7d"),5273,M,56,20,91030,5
ObjectId("5df8c467c17bff0219cfac7e"),5274,M,25,0,60611,5
ObjectId("5df8c467c17bff0219cfac7f"),5275,M,25,17,60611,5
ObjectId("5df8c467c17bff0219cfac80"),5276,F,25,4,91740,5
ObjectId("5df8c467c17bff0219cfac81"),5277,M,25,20,91740,5
ObjectId("5df8c467c17bff0219cfac82"),5278,F,25,7,55122,5
ObjectId("5df8c467c17bff0219cfac83"),5279,F,25,14,55418,5
ObjectId("5df8c467c17bff0219cfac84"),5280,M,18,4,12604,5
ObjectId("5df8c467c17bff0219cfac85"),5281,M,25,2,90210,5
ObjectId("5df8c467c17bff0219cfac86"),5282,F,18,4,63146,5
ObjectId("5df8c467c17bff0219cfac87"),5283,M,18,2,63138,5
ObjectId("5df8c467c17bff0219cfac88"),5284,M,25,16,55426,5
ObjectId("5df8c467c17bff0219cfac89"),5285,M,18,4,55410,5
ObjectId("5df8c467c17bff0219cfac8a"),5286,M,45,16,97068,5
ObjectId("5df8c467c17bff0219cfac8b"),5287,M,25,8,85203,5
ObjectId("5df8c467c17bff0219cfac8c"),5288,M,56,13,94114,5
ObjectId("5df8c467c17bff0219cfac8d"),5289,M,45,2,94102,5
ObjectId("5df8c467c17bff0219cfac8e"),5290,F,18,4,60613,5
ObjectId("5df8c467c17bff0219cfac8f"),5291,M,45,1,44406,5
ObjectId("5df8c467c17bff0219cfac90"),5292,M,25,0,97401,5
ObjectId("5df8c467c17bff0219cfac91"),5293,M,25,12,95030,5
ObjectId("5df8c467c17bff0219cfac92"),5294,M,25,2,60626,5
ObjectId("5df8c467c17bff0219cfac93"),5295,M,35,7,55124,5
ObjectId("5df8c467c17bff0219cfac94"),5296,F,1,0,27245,5
ObjectId("5df8c467c17bff0219cfac95"),5297,M,25,12,19067,5
ObjectId("5df8c467c17bff0219cfac96"),5298,M,35,17,55126,5
ObjectId("5df8c467c17bff0219cfac97"),5299,M,25,2,43202,5
ObjectId("5df8c467c17bff0219cfac98"),5300,M,25,20,94111,5
ObjectId("5df8c467c17bff0219cfac99"),5301,M,25,17,00693,5
ObjectId("5df8c467c17bff0219cfac9a"),5302,F,1,10,02332,5
ObjectId("5df8c467c17bff0219cfac9b"),5303,F,56,6,45504,5
ObjectId("5df8c467c17bff0219cfac9c"),5304,F,35,9,55410,5
ObjectId("5df8c467c17bff0219cfac9d"),5305,F,18,4,95602,5
ObjectId("5df8c467c17bff0219cfac9e"),5306,F,25,17,92121,5
ObjectId("5df8c467c17bff0219cfac9f"),5307,M,25,5,85281,5
ObjectId("5df8c467c17bff0219cfaca0"),5308,M,56,7,27410,5
ObjectId("5df8c467c17bff0219cfaca1"),5309,M,25,0,02478,5
ObjectId("5df8c467c17bff0219cfaca2"),5310,F,56,1,60605,5
ObjectId("5df8c467c17bff0219cfaca4"),5312,M,25,1,10463,5
ObjectId("5df8c467c17bff0219cfaca5"),5313,M,56,0,55406,5
ObjectId("5df8c467c17bff0219cfaca6"),5314,F,25,0,94107,5
ObjectId("5df8c467c17bff0219cfaca7"),5315,M,25,12,22903,5
ObjectId("5df8c467c17bff0219cfaca8"),5316,M,18,4,55104,5
ObjectId("5df8c467c17bff0219cfaca9"),5317,F,25,0,02138,5
ObjectId("5df8c467c17bff0219cfacaa"),5318,M,18,17,98122,5
ObjectId("5df8c467c17bff0219cfacab"),5319,M,18,17,94941,5
ObjectId("5df8c467c17bff0219cfacac"),5320,F,18,5,43201,5
ObjectId("5df8c467c17bff0219cfacad"),5321,M,25,4,02457,5
ObjectId("5df8c467c17bff0219cfacae"),5322,M,35,17,97330,5
ObjectId("5df8c467c17bff0219cfacaf"),5323,M,25,20,94122,5
ObjectId("5df8c467c17bff0219cfacb0"),5324,M,25,7,02150,5
ObjectId("5df8c467c17bff0219cfacb1"),5325,F,50,7,86001,5
ObjectId("5df8c467c17bff0219cfacb2"),5326,M,25,2,55408,5
ObjectId("5df8c467c17bff0219cfacb3"),5327,M,25,7,55408,5
ObjectId("5df8c467c17bff0219cfacb4"),5328,F,25,4,91740,5
ObjectId("5df8c467c17bff0219cfacb5"),5329,F,25,5,91773,5
ObjectId("5df8c467c17bff0219cfacb6"),5330,F,25,0,19143,5
ObjectId("5df8c467c17bff0219cfacb7"),5331,M,35,14,06880,5
ObjectId("5df8c467c17bff0219cfacb8"),5332,M,18,4,30332,5
ObjectId("5df8c467c17bff0219cfacb9"),5333,F,25,7,02332,5
ObjectId("5df8c467c17bff0219cfacba"),5334,F,56,13,46140,5
ObjectId("5df8c467c17bff0219cfacbb"),5335,M,25,14,75093,5
ObjectId("5df8c467c17bff0219cfacbc"),5336,M,56,7,75041,5
ObjectId("5df8c467c17bff0219cfacbe"),5338,M,25,17,27609,5
ObjectId("5df8c467c17bff0219cfacbf"),5339,M,18,17,60193,5
ObjectId("5df8c467c17bff0219cfacc0"),5340,F,50,3,95032,5
ObjectId("5df8c467c17bff0219cfacc1"),5341,F,25,3,85018,5
ObjectId("5df8c467c17bff0219cfacc2"),5342,F,35,7,22039,5
ObjectId("5df8c467c17bff0219cfacc3"),5343,F,25,9,60201,5
ObjectId("5df8c467c17bff0219cfacc4"),5344,F,50,1,98177,5
ObjectId("5df8c467c17bff0219cfacc5"),5345,F,25,17,80003,5
ObjectId("5df8c467c17bff0219cfacc6"),5346,F,25,3,97330,5
ObjectId("5df8c467c17bff0219cfacc7"),5347,M,25,6,53705,5
